,name,month_year,scans_per_month,lat,lon,date
285,"BYU, Hawaii",2011-08,21,21.64181757,-157.9265819,2011-08-01 00:00:00
286,"BYU, Hawaii",2011-09,32,21.64181757,-157.9265819,2011-09-01 00:00:00
287,"BYU, Hawaii",2011-10,3,21.64181757,-157.9265819,2011-10-01 00:00:00
288,"BYU, Hawaii",2011-11,30,21.64181757,-157.9265819,2011-11-01 00:00:00
289,"BYU, Hawaii",2011-12,9,21.64181757,-157.9265819,2011-12-01 00:00:00
290,"BYU, Hawaii",2012-01,17,21.64181757,-157.9265819,2012-01-01 00:00:00
291,"BYU, Hawaii",2012-02,29,21.64181757,-157.9265819,2012-02-01 00:00:00
292,"BYU, Hawaii",2012-03,17,21.64181757,-157.9265819,2012-03-01 00:00:00
293,"BYU, Hawaii",2012-04,16,21.64181757,-157.9265819,2012-04-01 00:00:00
294,"BYU, Hawaii",2012-05,3,21.64181757,-157.9265819,2012-05-01 00:00:00
295,"BYU, Hawaii",2012-06,151,21.64181757,-157.9265819,2012-06-01 00:00:00
296,"BYU, Hawaii",2012-07,8,21.64181757,-157.9265819,2012-07-01 00:00:00
297,"BYU, Hawaii",2012-08,88,21.64181757,-157.9265819,2012-08-01 00:00:00
298,"BYU, Hawaii",2012-09,35,21.64181757,-157.9265819,2012-09-01 00:00:00
299,"BYU, Hawaii",2012-10,54,21.64181757,-157.9265819,2012-10-01 00:00:00
300,"BYU, Hawaii",2012-11,55,21.64181757,-157.9265819,2012-11-01 00:00:00
301,"BYU, Hawaii",2012-12,12,21.64181757,-157.9265819,2012-12-01 00:00:00
302,"BYU, Hawaii",2013-01,20,21.64181757,-157.9265819,2013-01-01 00:00:00
303,"BYU, Hawaii",2013-02,12,21.64181757,-157.9265819,2013-02-01 00:00:00
304,"BYU, Hawaii",2013-03,15,21.64181757,-157.9265819,2013-03-01 00:00:00
305,"BYU, Hawaii",2013-04,17,21.64181757,-157.9265819,2013-04-01 00:00:00
306,"BYU, Hawaii",2013-05,25,21.64181757,-157.9265819,2013-05-01 00:00:00
307,"BYU, Hawaii",2013-06,2,21.64181757,-157.9265819,2013-06-01 00:00:00
308,"BYU, Hawaii",2013-07,12,21.64181757,-157.9265819,2013-07-01 00:00:00
309,"BYU, Hawaii",2013-08,38,21.64181757,-157.9265819,2013-08-01 00:00:00
310,"BYU, Hawaii",2013-09,29,21.64181757,-157.9265819,2013-09-01 00:00:00
311,"BYU, Hawaii",2013-10,32,21.64181757,-157.9265819,2013-10-01 00:00:00
312,"BYU, Hawaii",2013-11,26,21.64181757,-157.9265819,2013-11-01 00:00:00
313,"BYU, Hawaii",2013-12,15,21.64181757,-157.9265819,2013-12-01 00:00:00
314,"BYU, Hawaii",2014-01,8,21.64181757,-157.9265819,2014-01-01 00:00:00
315,"BYU, Hawaii",2014-02,6,21.64181757,-157.9265819,2014-02-01 00:00:00
316,"BYU, Hawaii",2014-03,19,21.64181757,-157.9265819,2014-03-01 00:00:00
317,"BYU, Hawaii",2014-08,10,21.64181757,-157.9265819,2014-08-01 00:00:00
318,"BYU, Idaho Family History Library",2011-06,4,43.81513782,-111.7835769,2011-06-01 00:00:00
319,"BYU, Idaho Family History Library",2011-07,13,43.81513782,-111.7835769,2011-07-01 00:00:00
320,"BYU, Idaho Family History Library",2011-08,37,43.81513782,-111.7835769,2011-08-01 00:00:00
321,"BYU, Idaho Family History Library",2011-09,1,43.81513782,-111.7835769,2011-09-01 00:00:00
322,"BYU, Idaho Family History Library",2011-10,8,43.81513782,-111.7835769,2011-10-01 00:00:00
323,"BYU, Idaho Family History Library",2011-11,16,43.81513782,-111.7835769,2011-11-01 00:00:00
324,"BYU, Idaho Family History Library",2011-12,17,43.81513782,-111.7835769,2011-12-01 00:00:00
325,"BYU, Idaho Family History Library",2012-01,75,43.81513782,-111.7835769,2012-01-01 00:00:00
326,"BYU, Idaho Family History Library",2012-02,63,43.81513782,-111.7835769,2012-02-01 00:00:00
327,"BYU, Idaho Family History Library",2012-03,42,43.81513782,-111.7835769,2012-03-01 00:00:00
328,"BYU, Idaho Family History Library",2012-04,58,43.81513782,-111.7835769,2012-04-01 00:00:00
329,"BYU, Idaho Family History Library",2012-05,65,43.81513782,-111.7835769,2012-05-01 00:00:00
330,"BYU, Idaho Family History Library",2012-06,35,43.81513782,-111.7835769,2012-06-01 00:00:00
331,"BYU, Idaho Family History Library",2012-07,43,43.81513782,-111.7835769,2012-07-01 00:00:00
332,"BYU, Idaho Family History Library",2012-08,75,43.81513782,-111.7835769,2012-08-01 00:00:00
333,"BYU, Idaho Family History Library",2012-09,45,43.81513782,-111.7835769,2012-09-01 00:00:00
334,"BYU, Idaho Family History Library",2012-10,50,43.81513782,-111.7835769,2012-10-01 00:00:00
335,"BYU, Idaho Family History Library",2012-11,84,43.81513782,-111.7835769,2012-11-01 00:00:00
336,"BYU, Idaho Family History Library",2012-12,43,43.81513782,-111.7835769,2012-12-01 00:00:00
337,"BYU, Idaho Family History Library",2013-01,65,43.81513782,-111.7835769,2013-01-01 00:00:00
338,"BYU, Idaho Family History Library",2013-02,61,43.81513782,-111.7835769,2013-02-01 00:00:00
339,"BYU, Idaho Family History Library",2013-03,41,43.81513782,-111.7835769,2013-03-01 00:00:00
340,"BYU, Idaho Family History Library",2013-04,36,43.81513782,-111.7835769,2013-04-01 00:00:00
341,"BYU, Idaho Family History Library",2013-05,61,43.81513782,-111.7835769,2013-05-01 00:00:00
342,"BYU, Idaho Family History Library",2013-06,28,43.81513782,-111.7835769,2013-06-01 00:00:00
343,"BYU, Idaho Family History Library",2013-07,19,43.81513782,-111.7835769,2013-07-01 00:00:00
344,"BYU, Idaho Family History Library",2013-08,19,43.81513782,-111.7835769,2013-08-01 00:00:00
345,"BYU, Idaho Family History Library",2013-09,13,43.81513782,-111.7835769,2013-09-01 00:00:00
346,"BYU, Idaho Family History Library",2013-10,20,43.81513782,-111.7835769,2013-10-01 00:00:00
347,"BYU, Idaho Family History Library",2013-11,16,43.81513782,-111.7835769,2013-11-01 00:00:00
348,"BYU, Idaho Family History Library",2013-12,1,43.81513782,-111.7835769,2013-12-01 00:00:00
349,"BYU, Idaho Family History Library",2014-01,20,43.81513782,-111.7835769,2014-01-01 00:00:00
350,"BYU, Idaho Family History Library",2014-02,28,43.81513782,-111.7835769,2014-02-01 00:00:00
351,"BYU, Idaho Family History Library",2014-03,26,43.81513782,-111.7835769,2014-03-01 00:00:00
352,"BYU, Idaho Family History Library",2014-05,8,43.81513782,-111.7835769,2014-05-01 00:00:00
353,"BYU, Idaho Family History Library",2014-06,13,43.81513782,-111.7835769,2014-06-01 00:00:00
354,"BYU, Idaho Family History Library",2014-07,15,43.81513782,-111.7835769,2014-07-01 00:00:00
355,"BYU, Idaho Family History Library",2014-09,25,43.81513782,-111.7835769,2014-09-01 00:00:00
356,"BYU, Idaho Family History Library",2014-10,14,43.81513782,-111.7835769,2014-10-01 00:00:00
357,"BYU, Idaho Family History Library",2014-11,2,43.81513782,-111.7835769,2014-11-01 00:00:00
358,"BYU, Idaho Family History Library",2015-01,1,43.81513782,-111.7835769,2015-01-01 00:00:00
359,"BYU, Idaho Family History Library",2015-02,11,43.81513782,-111.7835769,2015-02-01 00:00:00
360,"BYU, Idaho Family History Library",2015-03,55,43.81513782,-111.7835769,2015-03-01 00:00:00
361,"BYU, Idaho Family History Library",2015-04,8,43.81513782,-111.7835769,2015-04-01 00:00:00
362,"BYU, Idaho Family History Library",2015-05,5,43.81513782,-111.7835769,2015-05-01 00:00:00
363,"BYU, Idaho Family History Library",2015-06,11,43.81513782,-111.7835769,2015-06-01 00:00:00
364,"BYU, Idaho Family History Library",2015-07,6,43.81513782,-111.7835769,2015-07-01 00:00:00
365,"BYU, Idaho Family History Library",2015-08,17,43.81513782,-111.7835769,2015-08-01 00:00:00
366,"BYU, Idaho Family History Library",2015-09,21,43.81513782,-111.7835769,2015-09-01 00:00:00
367,"BYU, Idaho Family History Library",2015-10,25,43.81513782,-111.7835769,2015-10-01 00:00:00
368,"BYU, Idaho Family History Library",2015-11,11,43.81513782,-111.7835769,2015-11-01 00:00:00
369,"BYU, Idaho Family History Library",2015-12,17,43.81513782,-111.7835769,2015-12-01 00:00:00
370,"BYU, Idaho Family History Library",2016-01,33,43.81513782,-111.7835769,2016-01-01 00:00:00
371,"BYU, Idaho Family History Library",2016-02,31,43.81513782,-111.7835769,2016-02-01 00:00:00
372,"BYU, Idaho Family History Library",2016-03,17,43.81513782,-111.7835769,2016-03-01 00:00:00
373,"BYU, Idaho Family History Library",2016-04,28,43.81513782,-111.7835769,2016-04-01 00:00:00
374,"BYU, Idaho Family History Library",2016-05,30,43.81513782,-111.7835769,2016-05-01 00:00:00
375,"BYU, Idaho Family History Library",2016-06,9,43.81513782,-111.7835769,2016-06-01 00:00:00
376,"BYU, Provo",2009-06,43,40.24888001,-111.6485094,2009-06-01 00:00:00
377,"BYU, Provo",2009-07,141,40.24888001,-111.6485094,2009-07-01 00:00:00
378,"BYU, Provo",2009-08,96,40.24888001,-111.6485094,2009-08-01 00:00:00
379,"BYU, Provo",2009-09,62,40.24888001,-111.6485094,2009-09-01 00:00:00
380,"BYU, Provo",2009-10,106,40.24888001,-111.6485094,2009-10-01 00:00:00
381,"BYU, Provo",2009-11,221,40.24888001,-111.6485094,2009-11-01 00:00:00
382,"BYU, Provo",2009-12,61,40.24888001,-111.6485094,2009-12-01 00:00:00
383,"BYU, Provo",2010-01,162,40.24888001,-111.6485094,2010-01-01 00:00:00
384,"BYU, Provo",2010-02,141,40.24888001,-111.6485094,2010-02-01 00:00:00
385,"BYU, Provo",2010-03,192,40.24888001,-111.6485094,2010-03-01 00:00:00
386,"BYU, Provo",2010-04,201,40.24888001,-111.6485094,2010-04-01 00:00:00
387,"BYU, Provo",2010-05,226,40.24888001,-111.6485094,2010-05-01 00:00:00
388,"BYU, Provo",2010-06,277,40.24888001,-111.6485094,2010-06-01 00:00:00
389,"BYU, Provo",2010-07,217,40.24888001,-111.6485094,2010-07-01 00:00:00
390,"BYU, Provo",2010-08,175,40.24888001,-111.6485094,2010-08-01 00:00:00
391,"BYU, Provo",2010-09,255,40.24888001,-111.6485094,2010-09-01 00:00:00
392,"BYU, Provo",2010-10,463,40.24888001,-111.6485094,2010-10-01 00:00:00
393,"BYU, Provo",2010-11,371,40.24888001,-111.6485094,2010-11-01 00:00:00
394,"BYU, Provo",2010-12,233,40.24888001,-111.6485094,2010-12-01 00:00:00
395,"BYU, Provo",2011-01,299,40.24888001,-111.6485094,2011-01-01 00:00:00
396,"BYU, Provo",2011-02,238,40.24888001,-111.6485094,2011-02-01 00:00:00
397,"BYU, Provo",2011-03,414,40.24888001,-111.6485094,2011-03-01 00:00:00
398,"BYU, Provo",2011-04,486,40.24888001,-111.6485094,2011-04-01 00:00:00
399,"BYU, Provo",2011-05,1023,40.24888001,-111.6485094,2011-05-01 00:00:00
400,"BYU, Provo",2011-06,1226,40.24888001,-111.6485094,2011-06-01 00:00:00
401,"BYU, Provo",2011-07,743,40.24888001,-111.6485094,2011-07-01 00:00:00
402,"BYU, Provo",2011-08,556,40.24888001,-111.6485094,2011-08-01 00:00:00
403,"BYU, Provo",2011-09,236,40.24888001,-111.6485094,2011-09-01 00:00:00
404,"BYU, Provo",2011-10,232,40.24888001,-111.6485094,2011-10-01 00:00:00
405,"BYU, Provo",2011-11,779,40.24888001,-111.6485094,2011-11-01 00:00:00
406,"BYU, Provo",2011-12,285,40.24888001,-111.6485094,2011-12-01 00:00:00
407,"BYU, Provo",2012-01,309,40.24888001,-111.6485094,2012-01-01 00:00:00
408,"BYU, Provo",2012-02,621,40.24888001,-111.6485094,2012-02-01 00:00:00
409,"BYU, Provo",2012-03,774,40.24888001,-111.6485094,2012-03-01 00:00:00
410,"BYU, Provo",2012-04,263,40.24888001,-111.6485094,2012-04-01 00:00:00
411,"BYU, Provo",2012-05,317,40.24888001,-111.6485094,2012-05-01 00:00:00
412,"BYU, Provo",2012-06,266,40.24888001,-111.6485094,2012-06-01 00:00:00
413,"BYU, Provo",2012-07,291,40.24888001,-111.6485094,2012-07-01 00:00:00
414,"BYU, Provo",2012-08,16,40.24888001,-111.6485094,2012-08-01 00:00:00
415,"BYU, Provo",2012-09,162,40.24888001,-111.6485094,2012-09-01 00:00:00
416,"BYU, Provo",2012-10,275,40.24888001,-111.6485094,2012-10-01 00:00:00
417,"BYU, Provo",2012-11,198,40.24888001,-111.6485094,2012-11-01 00:00:00
418,"BYU, Provo",2012-12,171,40.24888001,-111.6485094,2012-12-01 00:00:00
419,"BYU, Provo",2013-01,114,40.24888001,-111.6485094,2013-01-01 00:00:00
420,"BYU, Provo",2013-02,235,40.24888001,-111.6485094,2013-02-01 00:00:00
421,"BYU, Provo",2013-03,411,40.24888001,-111.6485094,2013-03-01 00:00:00
422,"BYU, Provo",2013-04,171,40.24888001,-111.6485094,2013-04-01 00:00:00
423,"BYU, Provo",2013-05,609,40.24888001,-111.6485094,2013-05-01 00:00:00
424,"BYU, Provo",2013-06,882,40.24888001,-111.6485094,2013-06-01 00:00:00
425,"BYU, Provo",2013-07,939,40.24888001,-111.6485094,2013-07-01 00:00:00
426,"BYU, Provo",2013-08,706,40.24888001,-111.6485094,2013-08-01 00:00:00
427,"BYU, Provo",2013-09,109,40.24888001,-111.6485094,2013-09-01 00:00:00
428,"BYU, Provo",2013-10,77,40.24888001,-111.6485094,2013-10-01 00:00:00
429,"BYU, Provo",2013-11,24,40.24888001,-111.6485094,2013-11-01 00:00:00
430,"BYU, Provo",2013-12,1,40.24888001,-111.6485094,2013-12-01 00:00:00
431,"BYU, Provo",2014-01,226,40.24888001,-111.6485094,2014-01-01 00:00:00
432,"BYU, Provo",2014-02,13,40.24888001,-111.6485094,2014-02-01 00:00:00
433,"BYU, Provo",2014-04,2,40.24888001,-111.6485094,2014-04-01 00:00:00
434,"BYU, Provo",2014-05,46,40.24888001,-111.6485094,2014-05-01 00:00:00
435,"BYU, Provo",2014-06,15,40.24888001,-111.6485094,2014-06-01 00:00:00
436,"BYU, Provo",2014-07,4,40.24888001,-111.6485094,2014-07-01 00:00:00
437,"BYU, Provo",2014-08,6,40.24888001,-111.6485094,2014-08-01 00:00:00
438,"BYU, Provo",2014-09,7,40.24888001,-111.6485094,2014-09-01 00:00:00
439,"BYU, Provo",2014-10,7,40.24888001,-111.6485094,2014-10-01 00:00:00
440,"BYU, Provo",2014-11,51,40.24888001,-111.6485094,2014-11-01 00:00:00
441,"BYU, Provo",2014-12,24,40.24888001,-111.6485094,2014-12-01 00:00:00
442,"BYU, Provo",2015-02,8,40.24888001,-111.6485094,2015-02-01 00:00:00
443,"BYU, Provo",2015-03,4,40.24888001,-111.6485094,2015-03-01 00:00:00
444,"BYU, Provo",2015-04,11,40.24888001,-111.6485094,2015-04-01 00:00:00
445,"BYU, Provo",2015-05,20,40.24888001,-111.6485094,2015-05-01 00:00:00
446,"BYU, Provo",2015-06,70,40.24888001,-111.6485094,2015-06-01 00:00:00
447,"BYU, Provo",2015-07,78,40.24888001,-111.6485094,2015-07-01 00:00:00
448,"BYU, Provo",2015-08,154,40.24888001,-111.6485094,2015-08-01 00:00:00
449,"BYU, Provo",2015-09,39,40.24888001,-111.6485094,2015-09-01 00:00:00
450,"BYU, Provo",2015-10,78,40.24888001,-111.6485094,2015-10-01 00:00:00
451,"BYU, Provo",2015-11,347,40.24888001,-111.6485094,2015-11-01 00:00:00
452,"BYU, Provo",2015-12,58,40.24888001,-111.6485094,2015-12-01 00:00:00
453,"BYU, Provo",2016-01,152,40.24888001,-111.6485094,2016-01-01 00:00:00
454,"BYU, Provo",2016-02,154,40.24888001,-111.6485094,2016-02-01 00:00:00
455,"BYU, Provo",2016-03,150,40.24888001,-111.6485094,2016-03-01 00:00:00
456,"BYU, Provo",2016-04,61,40.24888001,-111.6485094,2016-04-01 00:00:00
457,"BYU, Provo",2016-05,138,40.24888001,-111.6485094,2016-05-01 00:00:00
458,"BYU, Provo",2016-06,264,40.24888001,-111.6485094,2016-06-01 00:00:00
459,"BYU, Provo",2016-07,213,40.24888001,-111.6485094,2016-07-01 00:00:00
460,"BYU, Provo",2016-08,47,40.24888001,-111.6485094,2016-08-01 00:00:00
461,"BYU, Provo",2016-09,113,40.24888001,-111.6485094,2016-09-01 00:00:00
462,"BYU, Provo",2016-10,73,40.24888001,-111.6485094,2016-10-01 00:00:00
463,"BYU, Provo",2016-11,104,40.24888001,-111.6485094,2016-11-01 00:00:00
464,"BYU, Provo",2016-12,40,40.24888001,-111.6485094,2016-12-01 00:00:00
465,"BYU, Provo",2017-01,73,40.24888001,-111.6485094,2017-01-01 00:00:00
466,"BYU, Provo",2017-02,101,40.24888001,-111.6485094,2017-02-01 00:00:00
467,"BYU, Provo",2017-03,173,40.24888001,-111.6485094,2017-03-01 00:00:00
468,"BYU, Provo",2017-04,91,40.24888001,-111.6485094,2017-04-01 00:00:00
469,"BYU, Provo",2017-05,145,40.24888001,-111.6485094,2017-05-01 00:00:00
470,"BYU, Provo",2017-06,112,40.24888001,-111.6485094,2017-06-01 00:00:00
471,"BYU, Provo",2017-07,52,40.24888001,-111.6485094,2017-07-01 00:00:00
472,"BYU, Provo",2017-08,229,40.24888001,-111.6485094,2017-08-01 00:00:00
473,"BYU, Provo",2017-09,75,40.24888001,-111.6485094,2017-09-01 00:00:00
474,"BYU, Provo",2017-10,43,40.24888001,-111.6485094,2017-10-01 00:00:00
475,"BYU, Provo",2017-11,126,40.24888001,-111.6485094,2017-11-01 00:00:00
476,"BYU, Provo",2017-12,166,40.24888001,-111.6485094,2017-12-01 00:00:00
477,"BYU, Provo",2018-01,101,40.24888001,-111.6485094,2018-01-01 00:00:00
478,"BYU, Provo",2018-02,217,40.24888001,-111.6485094,2018-02-01 00:00:00
479,"BYU, Provo",2018-03,130,40.24888001,-111.6485094,2018-03-01 00:00:00
480,"BYU, Provo",2018-04,214,40.24888001,-111.6485094,2018-04-01 00:00:00
481,"BYU, Provo",2018-05,313,40.24888001,-111.6485094,2018-05-01 00:00:00
482,"BYU, Provo",2018-06,348,40.24888001,-111.6485094,2018-06-01 00:00:00
483,"BYU, Provo",2018-07,346,40.24888001,-111.6485094,2018-07-01 00:00:00
484,"BYU, Provo",2018-08,352,40.24888001,-111.6485094,2018-08-01 00:00:00
485,"BYU, Provo",2018-09,79,40.24888001,-111.6485094,2018-09-01 00:00:00
486,"BYU, Provo",2018-10,181,40.24888001,-111.6485094,2018-10-01 00:00:00
487,"BYU, Provo",2018-11,188,40.24888001,-111.6485094,2018-11-01 00:00:00
488,"BYU, Provo",2018-12,89,40.24888001,-111.6485094,2018-12-01 00:00:00
489,"BYU, Provo",2019-01,158,40.24888001,-111.6485094,2019-01-01 00:00:00
